Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,Thrust (N),Thrust (lb),Mass (kg),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (m),Altitude (ft),Distance (ft)
17.64031,S,17.64031,1.299803,0,0.3736137,0,0,12.77292981,28.15949,34.38727,0,58.62223,76.69466,3.531076,-71.34026846,-71.34026846,-0.00010663,1257.565366,1257.565366,0.003415329,89.99985,89.99985,10047.63446,32964.68,0.07593967
17.65031,S,17.65031,1.299066,0,0.373621,0,0,12.77292981,28.15949,34.33254,0,58.62223,76.69409,3.530964,-71.27773822,-71.27773822,-0.000106487,1256.852589,1256.852589,0.003414264,89.99985,89.99985,10051.4658,32977.25,0.07597382
17.66031,S,17.66031,1.29833,0,0.3736285,0,0,12.77292981,28.15949,34.27793,0,58.62223,76.69351,3.530851,-71.2153401,-71.2153401,-0.000106345,1256.140435,1256.140435,0.0034132,89.99985,89.99985,10055.29409,32989.81,0.07600795
17.67031,S,17.67031,1.297594,0,0.3736361,0,0,12.77292981,28.15949,34.22344,0,58.62223,76.69293,3.530738,-71.15308801,-71.15308801,-0.000106203,1255.428904,1255.428904,0.003412138,89.99985,89.99985,10059.12238,33002.37,0.07604208
17.68031,S,17.68031,1.296859,0,0.3736438,0,0,12.77292981,28.15949,34.16907,0,58.62223,76.69236,3.530626,-71.09096905,-71.09096905,-0.000106061,1254.717995,1254.717995,0.003411078,89.99985,89.99985,10062.94457,33014.91,0.07607619
17.69031,S,17.69031,1.296125,0,0.3736518,0,0,12.77292981,28.15949,34.11483,0,58.62223,76.69178,3.530513,-71.0289971,-71.0289971,-0.00010592,1254.007705,1254.007705,0.003410019,89.99985,89.99985,10066.76676,33027.45,0.0761103
17.70031,S,17.70031,1.295391,0,0.3736598,0,0,12.77292981,28.15949,34.06069,0,58.62223,76.6912,3.5304,-70.96714337,-70.96714337,-0.000105779,1253.298033,1253.298033,0.003408961,89.99985,89.99985,10070.5859,33039.98,0.0761444
17.71031,S,17.71031,1.294658,0,0.3736681,0,0,12.77292981,28.15949,34.00668,0,58.62223,76.69062,3.530286,-70.90544462,-70.90544462,-0.000105638,1252.588979,1252.588979,0.003407904,89.99985,89.99985,10074.40505,33052.51,0.07617848
17.72031,S,17.72031,1.293925,0,0.3736765,0,0,12.77292981,28.15949,33.95279,0,58.62223,76.69005,3.530174,-70.84386308,-70.84386308,-0.000105498,1251.88054,1251.88054,0.003406849,89.99985,89.99985,10078.22114,33065.03,0.07621256
17.73031,S,17.73031,1.293193,0,0.3736851,0,0,12.77292981,28.15949,33.89901,0,58.62223,76.68948,3.530063,-70.78242659,-70.78242659,-0.000105358,1251.172716,1251.172716,0.003405796,89.99985,89.99985,10082.03419,33077.54,0.07624662
17.74031,S,17.74031,1.292462,0,0.3736938,0,0,12.77292981,28.15949,33.84536,0,58.62223,76.6889,3.529949,-70.72113116,-70.72113116,-0.000105218,1250.465505,1250.465505,0.003404744,89.99985,89.99985,10085.84724,33090.05,0.07628067
17.75031,S,17.75031,1.291732,0,0.3737026,0,0,12.77292981,28.15949,33.79181,0,58.62223,76.68833,3.529839,-70.65995394,-70.65995394,-0.000105079,1249.758905,1249.758905,0.003403693,89.99985,89.99985,10089.65419,33102.54,0.07631471
17.76031,S,17.76031,1.291002,0,0.373717,0,0,12.77292981,28.15949,33.7389,0,58.62223,76.68774,3.529724,-70.59948702,-70.59948702,-0.000104941,1249.05291,1249.05291,0.003402643,89.99985,89.99985,10093.46419,33115.04,0.07634874
17.77031,S,17.77031,1.290272,0,0.3737373,0,0,12.77292981,28.15949,33.68657,0,58.62223,76.68717,3.529612,-70.53970852,-70.53970852,-0.000104805,1248.347513,1248.347513,0.003401595,89.99985,89.99985,10097.2681,33127.52,0.07638276
17.78031,S,17.78031,1.289544,0,0.3737578,0,0,12.77292981,28.15949,33.6344,0,58.62223,76.68661,3.529502,-70.48008897,-70.48008897,-0.00010467,1247.642712,1247.642712,0.003400549,89.99985,89.99985,10101.072,33140,0.07641678
17.79031,S,17.79031,1.288816,0,0.3737784,0,0,12.77292981,28.15949,33.58231,0,58.62223,76.68603,3.529389,-70.42059559,-70.42059559,-0.000104535,1246.938506,1246.938506,0.003399503,89.99985,89.99985,10104.86981,33152.46,0.07645077
17.80031,S,17.80031,1.288088,0,0.3737991,0,0,12.77292981,28.15949,33.53035,0,58.62223,76.68546,3.529277,-70.36122738,-70.36122738,-0.0001044,1246.234894,1246.234894,0.003398459,89.99985,89.99985,10108.67066,33164.93,0.07648476
17.81031,S,17.81031,1.287362,0,0.37382,0,0,12.77292981,28.15949,33.47849,0,58.62223,76.68488,3.529165,-70.30197142,-70.30197142,-0.000104265,1245.531874,1245.531874,0.003397417,89.99985,89.99985,10112.46542,33177.38,0.07651874
17.82031,S,17.82031,1.286635,0,0.3738411,0,0,12.77292981,28.15949,33.42676,0,58.62223,76.68431,3.529053,-70.24286348,-70.24286348,-0.000104131,1244.829446,1244.829446,0.003396375,89.99985,89.99985,10116.26018,33189.83,0.07655271
17.83031,S,17.83031,1.28591,0,0.3738623,0,0,12.77292981,28.15949,33.37513,0,58.62223,76.68375,3.528943,-70.18386779,-70.18386779,-0.000103997,1244.127607,1244.127607,0.003395335,89.99985,89.99985,10120.0519,33202.27,0.07658667
17.84031,S,17.84031,1.285185,0,0.3738836,0,0,12.77292981,28.15949,33.3236,0,58.62223,76.68317,3.52883,-70.12500423,-70.12500423,-0.000103863,1243.426357,1243.426357,0.003394297,89.99985,89.99985,10123.84361,33214.71,0.07662062
17.85031,S,17.85031,1.28446,0,0.3739051,0,0,12.77292981,28.15949,33.27219,0,58.62223,76.6826,3.528719,-70.0662559,-70.0662559,-0.00010373,1242.725695,1242.725695,0.00339326,89.99985,89.99985,10127.62922,33227.13,0.07665455
17.86031,S,17.86031,1.283737,0,0.3739268,0,0,12.77292981,28.15949,33.22089,0,58.62223,76.68203,3.528608,-70.0076397,-70.0076397,-0.000103596,1242.025618,1242.025618,0.003392224,89.99985,89.99985,10131.41484,33239.55,0.07668848
17.87031,S,17.87031,1.283013,0,0.3739486,0,0,12.77292981,28.15949,33.1697,0,58.62223,76.68146,3.528496,-69.94916556,-69.94916556,-0.000103463,1241.326127,1241.326127,0.003391189,89.99985,89.99985,10135.20046,33251.97,0.0767224
17.88031,S,17.88031,1.282291,0,0.3739705,0,0,12.77292981,28.15949,33.11861,0,58.62223,76.68089,3.528384,-69.89079274,-69.89079274,-0.000103331,1240.627219,1240.627219,0.003390156,89.99985,89.99985,10138.98302,33264.38,0.07675631
17.89031,S,17.89031,1.281569,0,0.3739926,0,0,12.77292981,28.15949,33.06763,0,58.62223,76.68032,3.528274,-69.83253913,-69.83253913,-0.000103198,1239.928893,1239.928893,0.003389124,89.99985,89.99985,10142.7595,33276.77,0.0767902
17.90031,S,17.90031,1.280847,0,0.3740149,0,0,12.77292981,28.15949,33.01677,0,58.62223,76.67976,3.528163,-69.77443553,-69.77443553,-0.000103066,1239.231149,1239.231149,0.003388093,89.99985,89.99985,10146.53597,33289.16,0.07682408
17.91031,S,17.91031,1.280127,0,0.3740372,0,0,12.77292981,28.15949,32.96602,0,58.62223,76.67918,3.528052,-69.71645412,-69.71645412,-0.000102935,1238.533984,1238.533984,0.003387064,89.99985,89.99985,10150.31244,33301.55,0.07685796
17.92031,S,17.92031,1.279406,0,0.3740598,0,0,12.77292981,28.15949,32.91537,0,58.62223,76.6786,3.527938,-69.65857801,-69.65857801,-0.000102803,1237.837399,1237.837399,0.003386036,89.99985,89.99985,10154.08586,33313.93,0.07689182
17.93032,S,17.93032,1.278687,0,0.3740825,0,0,12.77292981,28.15949,32.86483,0,58.62223,76.67805,3.52783,-69.60081912,-69.60081912,-0.000102672,1237.14139,1237.14139,0.003385009,89.99985,89.99985,10157.85624,33326.3,0.07692568
17.94032,S,17.94032,1.277968,0,0.3741053,0,0,12.77292981,28.15949,32.81439,0,58.62223,76.67748,3.527719,-69.54320427,-69.54320427,-0.000102541,1236.445958,1236.445958,0.003383983,89.99985,89.99985,10161.62357,33338.66,0.07695953
17.95032,S,17.95032,1.27725,0,0.3741283,0,0,12.77292981,28.15949,32.76406,0,58.62223,76.6769,3.527606,-69.48570069,-69.48570069,-0.00010241,1235.751101,1235.751101,0.003382959,89.99985,89.99985,10165.3909,33351.02,0.07699336
17.96032,S,17.96032,1.276532,0,0.3741514,0,0,12.77292981,28.15949,32.71385,0,58.62223,76.67635,3.527497,-69.42832029,-69.42832029,-0.00010228,1235.056818,1235.056818,0.003381937,89.99985,89.99985,10169.15822,33363.38,0.07702719
17.97032,S,17.97032,1.275815,0,0.3741747,0,0,12.77292981,28.15949,32.66372,0,58.62223,76.67577,3.527385,-69.37104917,-69.37104917,-0.00010215,1234.363108,1234.363108,0.003380915,89.99985,89.99985,10172.91946,33375.72,0.077061
17.98032,S,17.98032,1.275098,0,0.3741981,0,0,12.77292981,28.15949,32.61372,0,58.62223,76.67521,3.527275,-69.31391712,-69.31391712,-0.00010202,1233.669969,1233.669969,0.003379895,89.99985,89.99985,10176.67764,33388.05,0.0770948
17.99032,S,17.99032,1.274382,0,0.3742217,0,0,12.77292981,28.15949,32.56381,0,58.62223,76.67465,3.527166,-69.25690031,-69.25690031,-0.00010189,1232.9774,1232.9774,0.003378876,89.99985,89.99985,10180.43582,33400.38,0.0771286
18.00032,S,18.00032,1.273667,0,0.3742453,0,0,12.77292981,28.15949,32.51402,0,58.62223,76.67408,3.527055,-69.20000767,-69.20000767,-0.000101761,1232.2854,1232.2854,0.003377858,89.99985,89.99985,10184.19401,33412.71,0.07716238
18.01032,S,18.01032,1.272952,0,0.3742692,0,0,12.77292981,28.15949,32.46431,0,58.62223,76.67352,3.526944,-69.14321537,-69.14321537,-0.000101632,1231.593967,1231.593967,0.003376842,89.99985,89.99985,10187.9461,33425.02,0.07719615
18.02032,S,18.02032,1.272238,0,0.3742931,0,0,12.77292981,28.15949,32.41473,0,58.62223,76.67296,3.526835,-69.08656712,-69.08656712,-0.000101503,1230.903102,1230.903102,0.003375827,89.99985,89.99985,10191.69818,33437.33,0.07722992
18.03032,S,18.03032,1.271524,0,0.3743173,0,0,12.77292981,28.15949,32.36525,0,58.62223,76.67239,3.526723,-69.03002714,-69.03002714,-0.000101374,1230.212802,1230.212802,0.003374813,89.99985,89.99985,10195.44722,33449.63,0.07726367
18.04032,S,18.04032,1.270811,0,0.3743416,0,0,12.77292981,28.15949,32.31587,0,58.62223,76.67182,3.526613,-68.97359843,-68.97359843,-0.000101246,1229.523066,1229.523066,0.003373801,89.99985,89.99985,10199.19626,33461.93,0.07729741
18.05032,S,18.05032,1.270098,0,0.374366,0,0,12.77292981,28.15949,32.26658,0,58.62223,76.67126,3.526503,-68.91729489,-68.91729489,-0.000101118,1228.833893,1228.833893,0.00337279,89.99985,89.99985,10202.94226,33474.22,0.07733115
18.06032,S,18.06032,1.269386,0,0.3743905,0,0,12.77292981,28.15949,32.21741,0,58.62223,76.6707,3.526394,-68.86109963,-68.86109963,-0.00010099,1228.145282,1228.145282,0.00337178,89.99985,89.99985,10206.6852,33486.5,0.07736487
18.07032,S,18.07032,1.268675,0,0.3744152,0,0,12.77292981,28.15949,32.16834,0,58.62223,76.67013,3.526282,-68.80504345,-68.80504345,-0.000100863,1227.457231,1227.457231,0.003370771,89.99985,89.99985,10210.4251,33498.77,0.07739858
18.08032,S,18.08032,1.267964,0,0.3744401,0,0,12.77292981,28.15949,32.11938,0,58.62223,76.66957,3.526173,-68.74909853,-68.74909853,-0.000100736,1226.76974,1226.76974,0.003369764,89.99985,89.99985,10214.16499,33511.04,0.07743228
18.09032,S,18.09032,1.267254,0,0.374465,0,0,12.77292981,28.15949,32.07051,0,58.62223,76.66901,3.526063,-68.69326089,-68.69326089,-0.000100609,1226.082808,1226.082808,0.003368758,89.99985,89.99985,10217.90184,33523.3,0.07746597
18.10032,S,18.10032,1.266544,0,0.3744902,0,0,12.77292981,28.15949,32.02174,0,58.62223,76.66844,3.525953,-68.63754545,-68.63754545,-0.000100482,1225.396432,1225.396432,0.003367753,89.99985,89.99985,10221.63869,33535.56,0.07749966
18.11032,S,18.11032,1.265835,0,0.3745154,0,0,12.77292981,28.15949,31.97308,0,58.62223,76.66788,3.525844,-68.58193829,-68.58193829,-0.000100356,1224.710613,1224.710613,0.003366749,89.99985,89.99985,10225.36944,33547.8,0.07753333
18.12032,S,18.12032,1.265127,0,0.3745408,0,0,12.77292981,28.15949,31.92451,0,58.62223,76.66733,3.525735,-68.52645431,-68.52645431,-0.00010023,1224.025348,1224.025348,0.003365747,89.99985,89.99985,10229.10324,33560.05,0.07756699
18.13032,S,18.13032,1.264419,0,0.3745664,0,0,12.77292981,28.15949,31.87605,0,58.62223,76.66676,3.525625,-68.47107663,-68.47107663,-0.000100104,1223.340638,1223.340638,0.003364746,89.99985,89.99985,10232.83094,33572.28,0.07760064
18.14032,S,18.14032,1.263712,0,0.374592,0,0,12.77292981,28.15949,31.8277,0,58.62223,76.6662,3.525515,-68.41582511,-68.41582511,-1.00E-04,1222.656479,1222.656479,0.003363746,89.99985,89.99985,10236.55865,33584.51,0.07763428
18.15032,S,18.15032,1.263005,0,0.3746179,0,0,12.77292981,28.15949,31.77943,0,58.62223,76.66564,3.525406,-68.3606769,-68.3606769,-9.99E-05,1221.972873,1221.972873,0.003362748,89.99985,89.99985,10240.2833,33596.73,0.07766791
18.16032,S,18.16032,1.262299,0,0.3746438,0,0,12.77292981,28.15949,31.73127,0,58.62223,76.66508,3.525295,-68.3056489,-68.3056489,-9.97E-05,1221.289816,1221.289816,0.00336175,89.99985,89.99985,10244.00491,33608.94,0.07770154
18.17032,S,18.17032,1.261593,0,0.3746699,0,0,12.77292981,28.15949,31.68321,0,58.62223,76.66453,3.525188,-68.25074309,-68.25074309,-9.96E-05,1220.607309,1220.607309,0.003360754,89.99985,89.99985,10247.72652,33621.15,0.07773515
18.18032,S,18.18032,1.260888,0,0.3746961,0,0,12.77292981,28.15949,31.63525,0,58.62223,76.66396,3.525078,-68.19594556,-68.19594556,-9.95E-05,1219.925349,1219.925349,0.00335976,89.99985,89.99985,10251.44508,33633.35,0.07776875
18.19032,S,18.19032,1.260184,0,0.3747225,0,0,12.77292981,28.15949,31.58739,0,58.62223,76.6634,3.524967,-68.14124935,-68.14124935,-9.94E-05,1219.243937,1219.243937,0.003358766,89.99985,89.99985,10255.16059,33645.54,0.07780235
18.20032,S,18.20032,1.25948,0,0.374749,0,0,12.77292981,28.15949,31.53963,0,58.62223,76.66284,3.524859,-68.08667434,-68.08667434,-9.92E-05,1218.56307,1218.56307,0.003357774,89.99985,89.99985,10258.8761,33657.73,0.07783592
18.21032,S,18.21032,1.258777,0,0.3747756,0,0,12.77292981,28.15949,31.49197,0,58.62223,76.66228,3.52475,-68.03221954,-68.03221954,-9.91E-05,1217.882748,1217.882748,0.003356783,89.99985,89.99985,10262.58857,33669.91,0.0778695
18.22032,S,18.22032,1.258074,0,0.3748024,0,0,12.77292981,28.15949,31.44439,0,58.62223,76.66173,3.524641,-67.97786408,-67.97786408,-9.90E-05,1217.202969,1217.202969,0.003355793,89.99985,89.99985,10266.29798,33682.08,0.07790306
18.23032,S,18.23032,1.257372,0,0.3748293,0,0,12.77292981,28.15949,31.39693,0,58.62223,76.66117,3.524532,-67.92363676,-67.92363676,-9.89E-05,1216.523733,1216.523733,0.003354804,89.99985,89.99985,10270.00435,33694.24,0.07793661
18.24032,S,18.24032,1.25667,0,0.3748564,0,0,12.77292981,28.15949,31.34957,0,58.62223,76.66062,3.524425,-67.86951376,-67.86951376,-9.87E-05,1215.845038,1215.845038,0.003353817,89.99984,89.99984,10273.71072,33706.4,0.07797015
18.25032,S,18.25032,1.255969,0,0.3748835,0,0,12.77292981,28.15949,31.3023,0,58.62223,76.66005,3.524313,-67.81549804,-67.81549804,-9.86E-05,1215.166883,1215.166883,0.003352831,89.99984,89.99984,10277.41404,33718.55,0.07800369
18.26032,S,18.26032,1.255268,0,0.3749108,0,0,12.77292981,28.15949,31.25512,0,58.62223,76.65949,3.524204,-67.76159855,-67.76159855,-9.85E-05,1214.489267,1214.489267,0.003351846,89.99984,89.99984,10281.11736,33730.7,0.07803721
18.27032,S,18.27032,1.254568,0,0.3749383,0,0,12.77292981,28.15949,31.20804,0,58.62223,76.65894,3.524096,-67.70780437,-67.70780437,-9.84E-05,1213.812189,1213.812189,0.003350862,89.99984,89.99984,10284.81763,33742.84,0.07807072
18.28032,S,18.28032,1.253869,0,0.3749659,0,0,12.77292981,28.15949,31.16106,0,58.62223,76.65838,3.523987,-67.65412144,-67.65412144,-9.82E-05,1213.135648,1213.135648,0.00334988,89.99984,89.99984,10288.51486,33754.97,0.07810423
18.29032,S,18.29032,1.25317,0,0.3749936,0,0,12.77292981,28.15949,31.11417,0,58.62223,76.65782,3.523878,-67.6005468,-67.6005468,-9.81E-05,1212.459642,1212.459642,0.003348899,89.99984,89.99984,10292.20903,33767.09,0.07813772
18.30032,S,18.30032,1.252472,0,0.3750214,0,0,12.77292981,28.15949,31.06739,0,58.62223,76.65727,3.523771,-67.54709633,-67.54709633,-9.80E-05,1211.784171,1211.784171,0.003347918,89.99984,89.99984,10295.90321,33779.21,0.0781712
18.31032,S,18.31032,1.251774,0,0.3750494,0,0,12.77292981,28.15949,31.0207,0,58.62223,76.65672,3.523662,-67.49374024,-67.49374024,-9.79E-05,1211.109234,1211.109234,0.00334694,89.99984,89.99984,10299.59434,33791.32,0.07820468
18.32032,S,18.32032,1.251077,0,0.3750775,0,0,12.77292981,28.15949,30.9741,0,58.62223,76.65616,3.523553,-67.44049938,-67.44049938,-9.78E-05,1210.434829,1210.434829,0.003345962,89.99984,89.99984,10303.28546,33803.43,0.07823814
18.33032,S,18.33032,1.25038,0,0.3751058,0,0,12.77292981,28.15949,30.92759,0,58.62223,76.65561,3.523446,-67.38735787,-67.38735787,-9.76E-05,1209.760955,1209.760955,0.003344986,89.99984,89.99984,10306.9705,33815.52,0.0782716
18.34032,S,18.34032,1.249684,0,0.3751341,0,0,12.77292981,28.15949,30.8812,0,58.62223,76.65504,3.523335,-67.3343445,-67.3343445,-9.75E-05,1209.087612,1209.087612,0.003344011,89.99984,89.99984,10310.65553,33827.61,0.07830504
18.35032,S,18.35032,1.248988,0,0.3751626,0,0,12.77292981,28.15949,30.83488,0,58.62223,76.6545,3.523228,-67.28142849,-67.28142849,-9.74E-05,1208.414798,1208.414798,0.003343037,89.99984,89.99984,10314.34056,33839.7,0.07833848
18.36032,S,18.36032,1.248293,0,0.3751913,0,0,12.77292981,28.15949,30.78866,0,58.62223,76.65395,3.523121,-67.22860884,-67.22860884,-9.73E-05,1207.742511,1207.742511,0.003342064,89.99984,89.99984,10318.02254,33851.78,0.0783719
18.37033,S,18.37033,1.247599,0,0.37522,0,0,12.77292981,28.15949,30.74253,0,58.62223,76.65338,3.52301,-67.17590144,-67.17590144,-9.72E-05,1207.070752,1207.070752,0.003341092,89.99984,89.99984,10321.70148,33863.85,0.07840532
18.38033,S,18.38033,1.246905,0,0.3752489,0,0,12.77292981,28.15949,30.6965,0,58.62223,76.65283,3.522903,-67.12330829,-67.12330829,-9.70E-05,1206.399519,1206.399519,0.003340122,89.99984,89.99984,10325.37737,33875.91,0.07843873
18.39033,S,18.39033,1.246212,0,0.375278,0,0,12.77292981,28.15949,30.65057,0,58.62223,76.65228,3.522794,-67.07082441,-67.07082441,-9.69E-05,1205.728811,1205.728811,0.003339153,89.99984,89.99984,10329.05326,33887.97,0.07847212
18.40033,S,18.40033,1.245519,0,0.3753071,0,0,12.77292981,28.15949,30.60472,0,58.62223,76.65173,3.522687,-67.01842696,-67.01842696,-9.68E-05,1205.058627,1205.058627,0.003338185,89.99984,89.99984,10332.7261,33900.02,0.07850551
18.41033,S,18.41033,1.244826,0,0.3753364,0,0,12.77292981,28.15949,30.55897,0,58.62223,76.65118,3.522579,-66.96615766,-66.96615766,-9.67E-05,1204.388965,1204.388965,0.003337218,89.99984,89.99984,10336.39589,33912.06,0.07853889
18.42033,S,18.42033,1.244135,0,0.3753658,0,0,12.77292981,28.15949,30.51331,0,58.62223,76.65063,3.522472,-66.91397677,-66.91397677,-9.66E-05,1203.719826,1203.719826,0.003336252,89.99984,89.99984,10340.06568,33924.1,0.07857225
18.43033,S,18.43033,1.243443,0,0.3753954,0,0,12.77292981,28.15949,30.46774,0,58.62223,76.65007,3.522363,-66.86191013,-66.86191013,-9.64E-05,1203.051207,1203.051207,0.003335288,89.99984,89.99984,10343.73242,33936.13,0.07860561
18.44033,S,18.44033,1.242753,0,0.375425,0,0,12.77292981,28.15949,30.42227,0,58.62223,76.64952,3.522256,-66.80995375,-66.80995375,-9.63E-05,1202.383107,1202.383107,0.003334325,89.99984,89.99984,10347.39917,33948.16,0.07863896
18.45033,S,18.45033,1.242063,0,0.3754548,0,0,12.77292981,28.15949,30.37688,0,58.62223,76.64896,3.522147,-66.75809672,-66.75809672,-9.62E-05,1201.715526,1201.715526,0.003333362,89.99984,89.99984,10351.05982,33960.17,0.0786723
18.46033,S,18.46033,1.241373,0,0.3754848,0,0,12.77292981,28.15949,30.33159,0,58.62223,76.64841,3.52204,-66.70634498,-66.70634498,-9.61E-05,1201.048463,1201.048463,0.003332402,89.99984,89.99984,10354.72046,33972.18,0.07870562
18.47033,S,18.47033,1.240684,0,0.3755148,0,0,12.77292981,28.15949,30.2864,0,58.62223,76.64786,3.521931,-66.65470749,-66.65470749,-9.60E-05,1200.381916,1200.381916,0.003331442,89.99984,89.99984,10358.38111,33984.19,0.07873894
18.48033,S,18.48033,1.239995,0,0.375545,0,0,12.77292981,28.15949,30.24129,0,58.62223,76.64732,3.521825,-66.60315841,-66.60315841,-9.59E-05,1199.715884,1199.715884,0.003330483,89.99984,89.99984,10362.03566,33996.18,0.07877225
18.49033,S,18.49033,1.239307,0,0.3755753,0,0,12.77292981,28.15949,30.19628,0,58.62223,76.64676,3.521716,-66.55173053,-66.55173053,-9.57E-05,1199.050367,1199.050367,0.003329526,89.99984,89.99984,10365.69326,34008.18,0.07880555
18.50033,S,18.50033,1.23862,0,0.3756058,0,0,12.77292981,28.15949,30.15134,0,58.62223,76.64621,3.521609,-66.50037715,-66.50037715,-9.56E-05,1198.385363,1198.385363,0.00332857,89.99984,89.99984,10369.34477,34020.16,0.07883884
18.51033,S,18.51033,1.237933,0,0.3756363,0,0,12.77292981,28.15949,30.10651,0,58.62223,76.64566,3.521502,-66.44914696,-66.44914696,-9.55E-05,1197.720872,1197.720872,0.003327615,89.99984,89.99984,10372.99627,34032.14,0.07887212
18.52033,S,18.52033,1.237247,0,0.375667,0,0,12.77292981,28.15949,30.06175,0,58.62223,76.64511,3.521394,-66.39801114,-66.39801114,-9.54E-05,1197.056891,1197.056891,0.003326661,89.99984,89.99984,10376.64473,34044.11,0.0789054
18.53033,S,18.53033,1.236561,0,0.3756978,0,0,12.77292981,28.15949,30.01709,0,58.62223,76.64456,3.521287,-66.34697963,-66.34697963,-9.53E-05,1196.393422,1196.393422,0.003325708,89.99984,89.99984,10380.29014,34056.07,0.07893866
18.54033,S,18.54033,1.235875,0,0.3757288,0,0,12.77292981,28.15949,29.97253,0,58.62223,76.64401,3.52118,-66.29606733,-66.29606733,-9.52E-05,1195.730461,1195.730461,0.003324757,89.99984,89.99984,10383.93554,34068.03,0.07897191
18.55033,S,18.55033,1.23519,0,0.3757599,0,0,12.77292981,28.15949,29.92805,0,58.62223,76.64347,3.521074,-66.24523847,-66.24523847,-9.50E-05,1195.068009,1195.068009,0.003323806,89.99984,89.99984,10387.5779,34079.98,0.07900515
