Time (sec),Mach Number,Weight (kg),Stability Margin (cal),Altitude (m)
167.819,0.2216072,12.77292981,0,5015.596776
167.919,0.2215099,12.77292981,0,5008.644288
168.019,0.2214118,12.77292981,0,5001.6918
168.119,0.221313,12.77292981,0,4994.74236
168.219,0.2212135,12.77292981,0,4987.795968
168.319,0.2211133,12.77292981,0,4980.852624
168.419,0.2210125,12.77292981,0,4973.912328
168.519,0.2209111,12.77292981,0,4966.972032
168.619,0.2208091,12.77292981,0,4960.034784
168.719,0.2207065,12.77292981,0,4953.100584
168.819,0.2206034,12.77292981,0,4946.169432
168.9191,0.2204998,12.77292981,0,4939.241328
169.0191,0.2203957,12.77292981,0,4932.316272
169.1191,0.2202911,12.77292981,0,4925.394264
169.2191,0.2201861,12.77292981,0,4918.472256
169.3191,0.2200806,12.77292981,0,4911.556344
169.4191,0.2199747,12.77292981,0,4904.640432
169.5191,0.2198684,12.77292981,0,4897.727568
169.6191,0.2197616,12.77292981,0,4890.817752
169.7191,0.2196545,12.77292981,0,4883.910984
169.8191,0.219547,12.77292981,0,4877.007264
169.9191,0.2194393,12.77292981,0,4870.103544
170.0191,0.2193312,12.77292981,0,4863.20592
170.1191,0.2192229,12.77292981,0,4856.311344
170.2191,0.2191142,12.77292981,0,4849.416768
170.3191,0.2190052,12.77292981,0,4842.52524
170.4191,0.218896,12.77292981,0,4835.639808
170.5191,0.2187865,12.77292981,0,4828.754376
170.6192,0.2186768,12.77292981,0,4821.871992
170.7192,0.2185668,12.77292981,0,4814.992656
170.8192,0.2184567,12.77292981,0,4808.116368
170.9192,0.2183463,12.77292981,0,4801.243128
171.0192,0.2182358,12.77292981,0,4794.372936
171.1192,0.2181251,12.77292981,0,4787.505792
171.2192,0.2180142,12.77292981,0,4780.641696
171.3192,0.2179031,12.77292981,0,4773.7776
171.4192,0.2177919,12.77292981,0,4766.9196
171.5192,0.2176806,12.77292981,0,4760.0616
171.6192,0.2175691,12.77292981,0,4753.209696
171.7192,0.2174576,12.77292981,0,4746.357792
171.8192,0.217346,12.77292981,0,4739.511984
171.9192,0.2172342,12.77292981,0,4732.666176
172.0192,0.2171224,12.77292981,0,4725.826464
172.1192,0.2170105,12.77292981,0,4718.986752
172.2193,0.2168985,12.77292981,0,4712.150088
172.3193,0.2167865,12.77292981,0,4705.316472
172.4193,0.2166744,12.77292981,0,4698.485904
172.5193,0.2165622,12.77292981,0,4691.658384
172.6193,0.21645,12.77292981,0,4684.83696
172.7193,0.2163377,12.77292981,0,4678.015536
172.8193,0.2162254,12.77292981,0,4671.19716
172.9193,0.216113,12.77292981,0,4664.378784
173.0193,0.2160007,12.77292981,0,4657.566504
173.1193,0.2158884,12.77292981,0,4650.757272
173.2193,0.215776,12.77292981,0,4643.951088
173.3193,0.2156637,12.77292981,0,4637.147952
173.4193,0.2155514,12.77292981,0,4630.347864
173.5193,0.2154391,12.77292981,0,4623.547776
173.6193,0.2153268,12.77292981,0,4616.753784
173.7193,0.2152145,12.77292981,0,4609.96284
173.8194,0.2151022,12.77292981,0,4603.171896
173.9194,0.21499,12.77292981,0,4596.387048
174.0194,0.2148778,12.77292981,0,4589.6022
174.1194,0.2147656,12.77292981,0,4582.823448
174.2194,0.2146536,12.77292981,0,4576.044696
174.3194,0.2145416,12.77292981,0,4569.27204
174.4194,0.2144296,12.77292981,0,4562.499384
174.5194,0.2143177,12.77292981,0,4555.729776
174.6194,0.2142058,12.77292981,0,4548.963216
174.7194,0.214094,12.77292981,0,4542.202752
174.8194,0.2139823,12.77292981,0,4535.442288
174.9194,0.2138706,12.77292981,0,4528.684872
175.0194,0.213759,12.77292981,0,4521.930504
175.1194,0.2136476,12.77292981,0,4515.179184
175.2194,0.2135362,12.77292981,0,4508.430912
175.3194,0.2134249,12.77292981,0,4501.685688
175.4194,0.2133137,12.77292981,0,4494.943512
175.5195,0.2132025,12.77292981,0,4488.204384
175.6195,0.2130915,12.77292981,0,4481.468304
175.7195,0.2129806,12.77292981,0,4474.735272
175.8195,0.2128697,12.77292981,0,4468.005288
175.9195,0.212759,12.77292981,0,4461.275304
176.0195,0.2126484,12.77292981,0,4454.551416
176.1195,0.2125378,12.77292981,0,4447.830576
176.2195,0.2124275,12.77292981,0,4441.109736
176.3195,0.2123171,12.77292981,0,4434.394992
176.4195,0.2122069,12.77292981,0,4427.680248
176.5195,0.2120968,12.77292981,0,4420.9716
176.6195,0.2119868,12.77292981,0,4414.262952
176.7195,0.211877,12.77292981,0,4407.557352
176.8195,0.2117673,12.77292981,0,4400.8548
176.9195,0.2116576,12.77292981,0,4394.158344
177.0195,0.2115482,12.77292981,0,4387.461888
177.1196,0.2114388,12.77292981,0,4380.76848
177.2196,0.2113296,12.77292981,0,4374.07812
177.3196,0.2112205,12.77292981,0,4367.390808
177.4196,0.2111115,12.77292981,0,4360.706544
177.5196,0.2110027,12.77292981,0,4354.02228
177.6196,0.2108939,12.77292981,0,4347.344112
177.7196,0.2107854,12.77292981,0,4340.668992
177.8196,0.2106771,12.77292981,0,4333.99692
177.9196,0.2105688,12.77292981,0,4327.324848
178.0196,0.2104607,12.77292981,0,4320.658872
178.1196,0.2103527,12.77292981,0,4313.992896
178.2196,0.2102448,12.77292981,0,4307.333016
178.3196,0.210137,12.77292981,0,4300.673136
178.4196,0.2100294,12.77292981,0,4294.016304
178.5196,0.209922,12.77292981,0,4287.36252
178.6196,0.2098147,12.77292981,0,4280.711784
178.7197,0.2097076,12.77292981,0,4274.064096
178.8197,0.2096005,12.77292981,0,4267.419456
178.9197,0.2094937,12.77292981,0,4260.777864
179.0197,0.209387,12.77292981,0,4254.13932
179.1197,0.2092804,12.77292981,0,4247.503824
179.2197,0.209174,12.77292981,0,4240.868328
179.3197,0.2090677,12.77292981,0,4234.238928
179.4197,0.2089616,12.77292981,0,4227.609528
179.5197,0.2088556,12.77292981,0,4220.983176
179.6197,0.2087497,12.77292981,0,4214.36292
179.7197,0.2086441,12.77292981,0,4207.742664
179.8197,0.2085386,12.77292981,0,4201.125456
179.9197,0.2084332,12.77292981,0,4194.511296
180.0197,0.2083279,12.77292981,0,4187.900184
180.1197,0.2082229,12.77292981,0,4181.29212
180.2197,0.208118,12.77292981,0,4174.684056
180.3197,0.2080132,12.77292981,0,4168.082088
180.4198,0.2079086,12.77292981,0,4161.48012
180.5198,0.2078041,12.77292981,0,4154.884248
180.6198,0.2076998,12.77292981,0,4148.288376
180.7198,0.2075956,12.77292981,0,4141.695552
180.8198,0.2074916,12.77292981,0,4135.105776
180.9198,0.2073877,12.77292981,0,4128.519048
181.0198,0.207284,12.77292981,0,4121.935368
181.1198,0.2071805,12.77292981,0,4115.354736
181.2198,0.207077,12.77292981,0,4108.777152
181.3198,0.2069739,12.77292981,0,4102.199568
181.4198,0.2068708,12.77292981,0,4095.62808
181.5198,0.2067679,12.77292981,0,4089.056592
181.6198,0.2066651,12.77292981,0,4082.488152
181.7198,0.2065625,12.77292981,0,4075.925808
181.8198,0.2064601,12.77292981,0,4069.360416
181.9198,0.2063577,12.77292981,0,4062.80112
182.0199,0.2062556,12.77292981,0,4056.244872
182.1199,0.2061536,12.77292981,0,4049.691672
182.2199,0.2060517,12.77292981,0,4043.138472
182.3199,0.20595,12.77292981,0,4036.591368
182.4199,0.2058484,12.77292981,0,4030.044264
182.5199,0.2057471,12.77292981,0,4023.500208
182.6199,0.2056459,12.77292981,0,4016.9592
182.7199,0.2055448,12.77292981,0,4010.42124
182.8199,0.2054438,12.77292981,0,4003.886328
182.9199,0.2053431,12.77292981,0,3997.351416
183.0199,0.2052424,12.77292981,0,3990.8226
183.1199,0.2051419,12.77292981,0,3984.293784
183.2199,0.2050416,12.77292981,0,3977.768016
183.3199,0.2049415,12.77292981,0,3971.248344
183.4199,0.2048415,12.77292981,0,3964.725624
183.5199,0.2047417,12.77292981,0,3958.209
183.6199,0.204642,12.77292981,0,3951.695424
183.72,0.2045425,12.77292981,0,3945.184896
183.82,0.2044431,12.77292981,0,3938.674368
183.92,0.2043438,12.77292981,0,3932.166888
184.02,0.2042448,12.77292981,0,3925.662456
184.12,0.2041459,12.77292981,0,3919.161072
184.22,0.2040471,12.77292981,0,3912.662736
184.32,0.2039484,12.77292981,0,3906.167448
184.42,0.20385,12.77292981,0,3899.67216
184.52,0.2037516,12.77292981,0,3893.182968
184.62,0.2036535,12.77292981,0,3886.693776
184.72,0.2035555,12.77292981,0,3880.207632
184.82,0.2034576,12.77292981,0,3873.724536
184.92,0.2033599,12.77292981,0,3867.244488
185.02,0.2032623,12.77292981,0,3860.76444
185.12,0.2031649,12.77292981,0,3854.290488
185.22,0.2030676,12.77292981,0,3847.816536
185.3201,0.2029705,12.77292981,0,3841.345632
185.4201,0.2028735,12.77292981,0,3834.877776
185.5201,0.2027767,12.77292981,0,3828.412968
185.6201,0.2026801,12.77292981,0,3821.951208
185.7201,0.2025835,12.77292981,0,3815.489448
185.8201,0.2024872,12.77292981,0,3809.030736
185.9201,0.2023909,12.77292981,0,3802.575072
186.0201,0.2022948,12.77292981,0,3796.122456
186.1201,0.2021989,12.77292981,0,3789.672888
186.2201,0.2021031,12.77292981,0,3783.226368
186.3201,0.2020075,12.77292981,0,3776.779848
186.4201,0.201912,12.77292981,0,3770.336376
186.5201,0.2018166,12.77292981,0,3763.895952
186.6201,0.2017214,12.77292981,0,3757.458576
186.7201,0.2016264,12.77292981,0,3751.024248
186.8201,0.2015314,12.77292981,0,3744.58992
186.9202,0.2014366,12.77292981,0,3738.161688
187.0202,0.201342,12.77292981,0,3731.733456
187.1202,0.2012476,12.77292981,0,3725.308272
187.2202,0.2011533,12.77292981,0,3718.886136
187.3202,0.201059,12.77292981,0,3712.464
187.4202,0.200965,12.77292981,0,3706.04796
187.5202,0.2008712,12.77292981,0,3699.63192
187.6202,0.2007774,12.77292981,0,3693.218928
187.7202,0.2006837,12.77292981,0,3686.808984
187.8202,0.2005903,12.77292981,0,3680.39904
187.9202,0.200497,12.77292981,0,3673.995192
188.0202,0.2004038,12.77292981,0,3667.591344
188.1202,0.2003107,12.77292981,0,3661.190544
188.2202,0.2002178,12.77292981,0,3654.792792
188.3202,0.200125,12.77292981,0,3648.39504
188.4202,0.2000324,12.77292981,0,3642.003384
188.5202,0.1999399,12.77292981,0,3635.611728
188.6203,0.1998476,12.77292981,0,3629.22312
188.7203,0.1997554,12.77292981,0,3622.83756
188.8203,0.1996633,12.77292981,0,3616.452
188.9203,0.1995714,12.77292981,0,3610.072536
189.0203,0.1994797,12.77292981,0,3603.693072
189.1203,0.199388,12.77292981,0,3597.316656
189.2203,0.1992965,12.77292981,0,3590.943288
189.3203,0.1992051,12.77292981,0,3584.572968
189.4203,0.1991138,12.77292981,0,3578.202648
189.5203,0.1990227,12.77292981,0,3571.835376
189.6203,0.1989318,12.77292981,0,3565.471152
189.7203,0.198841,12.77292981,0,3559.109976
189.8203,0.1987503,12.77292981,0,3552.7488
189.9203,0.1986597,12.77292981,0,3546.390672
190.0203,0.1985692,12.77292981,0,3540.035592
190.1203,0.198479,12.77292981,0,3533.68356
190.2204,0.1983889,12.77292981,0,3527.334576
190.3204,0.1982989,12.77292981,0,3520.985592
190.4204,0.198209,12.77292981,0,3514.639656
190.5204,0.1981192,12.77292981,0,3508.296768
190.6204,0.1980295,12.77292981,0,3501.956928
190.7204,0.1979401,12.77292981,0,3495.617088
190.8204,0.1978508,12.77292981,0,3489.283344
190.9204,0.1977616,12.77292981,0,3482.9496
191.0204,0.1976725,12.77292981,0,3476.615856
191.1204,0.1975835,12.77292981,0,3470.288208
191.2204,0.1974946,12.77292981,0,3463.96056
191.3204,0.197406,12.77292981,0,3457.63596
191.4204,0.1973175,12.77292981,0,3451.314408
191.5204,0.197229,12.77292981,0,3444.992856
191.6204,0.1971407,12.77292981,0,3438.6774
191.7204,0.1970526,12.77292981,0,3432.361944
191.8204,0.1969645,12.77292981,0,3426.049536
191.9205,0.1968765,12.77292981,0,3419.737128
192.0205,0.1967887,12.77292981,0,3413.430816
192.1205,0.1967011,12.77292981,0,3407.124504
192.2205,0.1966136,12.77292981,0,3400.82124
192.3205,0.1965262,12.77292981,0,3394.517976
192.4205,0.1964389,12.77292981,0,3388.220808
192.5205,0.1963518,12.77292981,0,3381.92364
192.6205,0.1962647,12.77292981,0,3375.62952
192.7205,0.1961778,12.77292981,0,3369.3354
192.8205,0.1960911,12.77292981,0,3363.047376
192.9205,0.1960045,12.77292981,0,3356.759352
193.0205,0.195918,12.77292981,0,3350.474376
193.1205,0.1958316,12.77292981,0,3344.1894
193.2205,0.1957454,12.77292981,0,3337.91052
193.3205,0.1956593,12.77292981,0,3331.63164
193.4205,0.1955733,12.77292981,0,3325.35276
193.5206,0.1954874,12.77292981,0,3319.079976
193.6206,0.1954016,12.77292981,0,3312.807192
193.7206,0.1953159,12.77292981,0,3306.537456
193.8206,0.1952303,12.77292981,0,3300.270768
193.9206,0.1951449,12.77292981,0,3294.007128
194.0206,0.1950597,12.77292981,0,3287.743488
194.1206,0.1949746,12.77292981,0,3281.482896
194.2206,0.1948896,12.77292981,0,3275.225352
194.3206,0.1948047,12.77292981,0,3268.967808
194.4206,0.1947199,12.77292981,0,3262.713312
194.5206,0.1946353,12.77292981,0,3256.461864
194.6206,0.1945507,12.77292981,0,3250.213464
194.7206,0.1944663,12.77292981,0,3243.965064
194.8206,0.194382,12.77292981,0,3237.719712
194.9206,0.1942978,12.77292981,0,3231.477408
195.0206,0.1942137,12.77292981,0,3225.235104
195.1207,0.1941298,12.77292981,0,3218.998896
195.2207,0.1940459,12.77292981,0,3212.75964
195.3207,0.1939622,12.77292981,0,3206.52648
195.4207,0.1938786,12.77292981,0,3200.296368
195.5207,0.1937951,12.77292981,0,3194.066256
195.6207,0.1937117,12.77292981,0,3187.839192
195.7207,0.1936284,12.77292981,0,3181.612128
195.8207,0.1935453,12.77292981,0,3175.388112
195.9207,0.1934623,12.77292981,0,3169.167144
196.0207,0.1933795,12.77292981,0,3162.949224
196.1207,0.1932967,12.77292981,0,3156.731304
196.2207,0.1932141,12.77292981,0,3150.516432
196.3207,0.1931316,12.77292981,0,3144.304608
196.4207,0.1930491,12.77292981,0,3138.095832
196.5207,0.1929668,12.77292981,0,3131.887056
196.6207,0.1928847,12.77292981,0,3125.681328
196.7207,0.1928026,12.77292981,0,3119.478648
196.8208,0.1927207,12.77292981,0,3113.275968
196.9208,0.1926389,12.77292981,0,3107.076336
197.0208,0.1925572,12.77292981,0,3100.879752
197.1208,0.1924757,12.77292981,0,3094.683168
197.2208,0.1923942,12.77292981,0,3088.489632
197.3208,0.1923128,12.77292981,0,3082.299144
197.4208,0.1922315,12.77292981,0,3076.111704
197.5208,0.1921503,12.77292981,0,3069.924264
197.6208,0.1920693,12.77292981,0,3063.739872
197.7208,0.1919884,12.77292981,0,3057.558528
197.8208,0.1919075,12.77292981,0,3051.377184
197.9208,0.1918268,12.77292981,0,3045.198888
198.0208,0.1917461,12.77292981,0,3039.022726
198.1208,0.1916656,12.77292981,0,3032.848697
198.2208,0.1915852,12.77292981,0,3026.676802
198.3208,0.1915049,12.77292981,0,3020.50704
198.4209,0.1914247,12.77292981,0,3014.339107
198.5209,0.1913446,12.77292981,0,3008.173613
198.6209,0.1912646,12.77292981,0,3002.009947
198.7209,0.1911848,12.77292981,0,2995.848415
198.8209,0.191105,12.77292981,0,2989.689017
198.9209,0.1910254,12.77292981,0,2983.531752
199.0209,0.1909459,12.77292981,0,2977.376621
199.1209,0.1908665,12.77292981,0,2971.223318
199.2209,0.1907872,12.77292981,0,2965.072454
199.3209,0.190708,12.77292981,0,2958.923419
199.4209,0.1906289,12.77292981,0,2952.776518
199.5209,0.19055,12.77292981,0,2946.63175
199.6209,0.1904712,12.77292981,0,2940.48881
199.7209,0.1903925,12.77292981,0,2934.34831
199.8209,0.1903138,12.77292981,0,2928.209638
199.9209,0.1902353,12.77292981,0,2922.073099
200.021,0.1901569,12.77292981,0,2915.938999
200.121,0.1900785,12.77292981,0,2909.806423
200.221,0.1900003,12.77292981,0,2903.675981
200.321,0.1899221,12.77292981,0,2897.547672
200.421,0.1898441,12.77292981,0,2891.421192
200.521,0.1897662,12.77292981,0,2885.296846
200.621,0.1896884,12.77292981,0,2879.174633
200.721,0.1896107,12.77292981,0,2873.054554
200.821,0.1895331,12.77292981,0,2866.936608
200.921,0.1894557,12.77292981,0,2860.820491
201.021,0.1893783,12.77292981,0,2854.706203
201.121,0.189301,12.77292981,0,2848.594049
201.221,0.1892237,12.77292981,0,2842.484028
201.321,0.1891466,12.77292981,0,2836.375836
201.421,0.1890696,12.77292981,0,2830.269778
201.521,0.1889928,12.77292981,0,2824.165853
201.621,0.188916,12.77292981,0,2818.063757
201.7211,0.1888393,12.77292981,0,2811.964099
201.8211,0.1887628,12.77292981,0,2805.865966
201.9211,0.1886863,12.77292981,0,2799.769966
202.0211,0.18861,12.77292981,0,2793.676099
202.1211,0.1885337,12.77292981,0,2787.583757
202.2211,0.1884575,12.77292981,0,2781.493853
202.3211,0.1883814,12.77292981,0,2775.405778
202.4211,0.1883055,12.77292981,0,2769.319531
202.5211,0.1882296,12.77292981,0,2763.235418
202.6211,0.1881538,12.77292981,0,2757.153439
202.7211,0.1880782,12.77292981,0,2751.073289
202.8211,0.1880027,12.77292981,0,2744.995272
202.9211,0.1879272,12.77292981,0,2738.919084
203.0211,0.1878518,12.77292981,0,2732.844725
203.1211,0.1877765,12.77292981,0,2726.772499
203.2211,0.1877013,12.77292981,0,2720.702407
203.3212,0.1876263,12.77292981,0,2714.634144
203.4212,0.1875513,12.77292981,0,2708.568014
203.5212,0.1874764,12.77292981,0,2702.503409
203.6212,0.1874016,12.77292981,0,2696.441242
203.7212,0.1873268,12.77292981,0,2690.380598
203.8212,0.1872523,12.77292981,0,2684.322089
203.9212,0.1871778,12.77292981,0,2678.265713
204.0212,0.1871034,12.77292981,0,2672.211166
204.1212,0.187029,12.77292981,0,2666.158447
204.2212,0.1869548,12.77292981,0,2660.107862
204.3212,0.1868807,12.77292981,0,2654.059106
204.4212,0.1868066,12.77292981,0,2648.012179
204.5212,0.1867327,12.77292981,0,2641.967386
204.6212,0.1866589,12.77292981,0,2635.924421
204.7212,0.1865851,12.77292981,0,2629.88359
204.8212,0.1865115,12.77292981,0,2623.844282
204.9212,0.1864379,12.77292981,0,2617.806804
205.0213,0.1863645,12.77292981,0,2611.771764
205.1213,0.1862911,12.77292981,0,2605.738248
205.2213,0.1862179,12.77292981,0,2599.706866
205.3213,0.1861448,12.77292981,0,2593.677007
205.4213,0.1860716,12.77292981,0,2587.649587
205.5213,0.1859987,12.77292981,0,2581.623996
205.6213,0.1859258,12.77292981,0,2575.599929
205.7213,0.185853,12.77292981,0,2569.577995
205.8213,0.1857804,12.77292981,0,2563.55789
205.9213,0.1857077,12.77292981,0,2557.539919
206.0213,0.1856352,12.77292981,0,2551.523777
206.1213,0.1855627,12.77292981,0,2545.509158
206.2213,0.1854904,12.77292981,0,2539.496978
206.3213,0.1854182,12.77292981,0,2533.486322
206.4213,0.185346,12.77292981,0,2527.477495
206.5213,0.1852739,12.77292981,0,2521.470802
206.6214,0.185202,12.77292981,0,2515.465937
206.7214,0.1851301,12.77292981,0,2509.462901
206.8214,0.1850584,12.77292981,0,2503.461694
206.9214,0.1849867,12.77292981,0,2497.462315
207.0214,0.1849151,12.77292981,0,2491.46507
207.1214,0.1848435,12.77292981,0,2485.46935
207.2214,0.1847721,12.77292981,0,2479.475762
207.3214,0.1847008,12.77292981,0,2473.484004
207.4214,0.1846295,12.77292981,0,2467.494074
207.5214,0.1845583,12.77292981,0,2461.505974
207.6214,0.1844873,12.77292981,0,2455.519702
207.7214,0.1844163,12.77292981,0,2449.535563
207.8214,0.1843454,12.77292981,0,2443.552949
207.9214,0.1842746,12.77292981,0,2437.572163
208.0214,0.1842039,12.77292981,0,2431.593206
208.1214,0.1841333,12.77292981,0,2425.616383
208.2215,0.1840627,12.77292981,0,2419.641389
208.3215,0.1839922,12.77292981,0,2413.667918
208.4215,0.1839219,12.77292981,0,2407.696582
208.5215,0.1838516,12.77292981,0,2401.726769
208.6215,0.1837814,12.77292981,0,2395.75909
208.7215,0.1837112,12.77292981,0,2389.792934
208.8215,0.1836412,12.77292981,0,2383.828913
208.9215,0.1835713,12.77292981,0,2377.866415
209.0215,0.1835014,12.77292981,0,2371.906051
209.1215,0.1834317,12.77292981,0,2365.947516
209.2215,0.183362,12.77292981,0,2359.990505
209.3215,0.1832924,12.77292981,0,2354.035627
209.4215,0.1832228,12.77292981,0,2348.082274
209.5215,0.1831534,12.77292981,0,2342.131054
209.6215,0.1830841,12.77292981,0,2336.181358
209.7215,0.1830149,12.77292981,0,2330.233795
209.8215,0.1829457,12.77292981,0,2324.287757
209.9216,0.1828766,12.77292981,0,2318.343547
210.0216,0.1828076,12.77292981,0,2312.401166
210.1216,0.1827387,12.77292981,0,2306.46031
210.2216,0.1826698,12.77292981,0,2300.521586
210.3216,0.1826011,12.77292981,0,2294.584692
210.4216,0.1825324,12.77292981,0,2288.649626
210.5216,0.1824638,12.77292981,0,2282.71639
210.6216,0.1823953,12.77292981,0,2276.784677
210.7216,0.1823269,12.77292981,0,2270.855098
210.8216,0.1822586,12.77292981,0,2264.927042
210.9216,0.1821903,12.77292981,0,2259.000816
211.0216,0.1821221,12.77292981,0,2253.076418
211.1216,0.182054,12.77292981,0,2247.15385
211.2216,0.1819861,12.77292981,0,2241.232805
211.3216,0.1819181,12.77292981,0,2235.313589
211.4216,0.1818503,12.77292981,0,2229.396202
211.5217,0.1817826,12.77292981,0,2223.480643
211.6217,0.1817149,12.77292981,0,2217.566609
211.7217,0.1816473,12.77292981,0,2211.654708
211.8217,0.1815798,12.77292981,0,2205.744331
211.9217,0.1815123,12.77292981,0,2199.836088
212.0217,0.1814449,12.77292981,0,2193.929064
212.1217,0.1813776,12.77292981,0,2188.024174
212.2217,0.1813105,12.77292981,0,2182.120807
212.3217,0.1812433,12.77292981,0,2176.21927
212.4217,0.1811763,12.77292981,0,2170.319561
212.5217,0.1811094,12.77292981,0,2164.421376
212.6217,0.1810425,12.77292981,0,2158.52502
212.7217,0.1809757,12.77292981,0,2152.630798
212.8217,0.180909,12.77292981,0,2146.737794
212.9217,0.1808423,12.77292981,0,2140.84662
213.0217,0.1807757,12.77292981,0,2134.957579
213.1217,0.1807093,12.77292981,0,2129.069758
213.2218,0.1806429,12.77292981,0,2123.18407
213.3218,0.1805766,12.77292981,0,2117.299906
213.4218,0.1805103,12.77292981,0,2111.41757
213.5218,0.1804442,12.77292981,0,2105.536759
213.6218,0.1803781,12.77292981,0,2099.657777
213.7218,0.1803121,12.77292981,0,2093.780623
213.8218,0.1802462,12.77292981,0,2087.905298
213.9218,0.1801804,12.77292981,0,2082.031498
214.0218,0.1801146,12.77292981,0,2076.159221
214.1218,0.1800489,12.77292981,0,2070.289078
214.2218,0.1799833,12.77292981,0,2064.420458
214.3218,0.1799177,12.77292981,0,2058.553363
214.4218,0.1798523,12.77292981,0,2052.688402
214.5218,0.1797868,12.77292981,0,2046.824659
214.6218,0.1797215,12.77292981,0,2040.96305
214.7218,0.1796564,12.77292981,0,2035.102966
214.8219,0.1795912,12.77292981,0,2029.244405
214.9219,0.1795261,12.77292981,0,2023.387673
215.0219,0.1794611,12.77292981,0,2017.53277
215.1219,0.1793962,12.77292981,0,2011.67939
215.2219,0.1793313,12.77292981,0,2005.82784
215.3219,0.1792665,12.77292981,0,1999.977814
215.4219,0.1792018,12.77292981,0,1994.129616
215.5219,0.1791372,12.77292981,0,1988.282942
215.6219,0.1790726,12.77292981,0,1982.438098
215.7219,0.1790081,12.77292981,0,1976.595082
215.8219,0.1789437,12.77292981,0,1970.75359
215.9219,0.1788793,12.77292981,0,1964.913622
216.0219,0.178815,12.77292981,0,1959.075482
216.1219,0.1787509,12.77292981,0,1953.238867
216.2219,0.1786867,12.77292981,0,1947.404081
216.3219,0.1786227,12.77292981,0,1941.570818
216.422,0.1785587,12.77292981,0,1935.739385
216.522,0.1784948,12.77292981,0,1929.90978
216.622,0.178431,12.77292981,0,1924.081699
216.722,0.1783673,12.77292981,0,1918.255142
216.822,0.1783036,12.77292981,0,1912.43011
216.922,0.17824,12.77292981,0,1906.606906
217.022,0.1781765,12.77292981,0,1900.78553
217.122,0.1781131,12.77292981,0,1894.965679
217.222,0.1780497,12.77292981,0,1889.147352
217.322,0.1779864,12.77292981,0,1883.330854
217.422,0.1779231,12.77292981,0,1877.516184
217.522,0.17786,12.77292981,0,1871.702734
217.622,0.1777969,12.77292981,0,1865.891112
217.722,0.1777338,12.77292981,0,1860.081319
217.822,0.1776709,12.77292981,0,1854.27305
217.922,0.1776081,12.77292981,0,1848.466306
218.022,0.1775453,12.77292981,0,1842.66139
218.1221,0.1774825,12.77292981,0,1836.857998
218.2221,0.1774198,12.77292981,0,1831.05613
218.3221,0.1773573,12.77292981,0,1825.25609
218.4221,0.1772947,12.77292981,0,1819.457575
218.5221,0.1772323,12.77292981,0,1813.660584
218.6221,0.1771699,12.77292981,0,1807.865422
218.7221,0.1771076,12.77292981,0,1802.071783
218.8221,0.1770454,12.77292981,0,1796.279669
218.9221,0.1769832,12.77292981,0,1790.489383
219.0221,0.1769211,12.77292981,0,1784.700317
219.1221,0.1768591,12.77292981,0,1778.913384
219.2221,0.1767972,12.77292981,0,1773.12767
219.3221,0.1767353,12.77292981,0,1767.343786
219.4221,0.1766734,12.77292981,0,1761.561425
219.5221,0.1766117,12.77292981,0,1755.780893
219.6221,0.17655,12.77292981,0,1750.00158
219.7222,0.1764883,12.77292981,0,1744.224096
219.8222,0.1764268,12.77292981,0,1738.448136
219.9222,0.1763653,12.77292981,0,1732.674005
220.0222,0.1763039,12.77292981,0,1726.901398
220.1222,0.1762426,12.77292981,0,1721.13001
220.2222,0.1761813,12.77292981,0,1715.360755
220.3222,0.1761201,12.77292981,0,1709.59272
220.4222,0.176059,12.77292981,0,1703.826209
220.5222,0.1759979,12.77292981,0,1698.061526
220.6222,0.1759369,12.77292981,0,1692.298673
220.7222,0.1758759,12.77292981,0,1686.537038
220.8222,0.1758151,12.77292981,0,1680.776928
220.9222,0.1757543,12.77292981,0,1675.018646
221.0222,0.1756936,12.77292981,0,1669.261889
221.1222,0.175633,12.77292981,0,1663.506655
221.2222,0.1755724,12.77292981,0,1657.752946
221.3223,0.1755119,12.77292981,0,1652.001065
221.4223,0.1754514,12.77292981,0,1646.250403
221.5223,0.175391,12.77292981,0,1640.50157
221.6223,0.1753307,12.77292981,0,1634.754262
221.7223,0.1752704,12.77292981,0,1629.008477
221.8223,0.1752102,12.77292981,0,1623.264216
221.9223,0.1751501,12.77292981,0,1617.521784
222.0223,0.17509,12.77292981,0,1611.780571
222.1223,0.17503,12.77292981,0,1606.041187
222.2223,0.1749701,12.77292981,0,1600.303022
222.3223,0.1749102,12.77292981,0,1594.566686
222.4223,0.1748504,12.77292981,0,1588.831874
222.5223,0.1747906,12.77292981,0,1583.098586
222.6223,0.174731,12.77292981,0,1577.366822
222.7223,0.1746714,12.77292981,0,1571.636887
222.8223,0.1746118,12.77292981,0,1565.908171
222.9223,0.1745524,12.77292981,0,1560.181284
223.0224,0.174493,12.77292981,0,1554.455616
223.1224,0.1744336,12.77292981,0,1548.731777
223.2224,0.1743743,12.77292981,0,1543.009157
223.3224,0.1743151,12.77292981,0,1537.288366
223.4224,0.1742559,12.77292981,0,1531.569098
223.5224,0.1741968,12.77292981,0,1525.85105
223.6224,0.1741378,12.77292981,0,1520.134831
223.7224,0.1740788,12.77292981,0,1514.420136
223.8224,0.1740199,12.77292981,0,1508.706965
223.9224,0.1739611,12.77292981,0,1502.995013
224.0224,0.1739023,12.77292981,0,1497.285194
